student_id,item_Belief_Q1,item_Belief_Q2,item_Belief_Q3,item_Perception_Q4,item_Perception_Q5,item_Perception_Q6,item_Perception_Q7,item_Perception_Q8,item_Perception_Q9,item_Perception_Q10,item_Perception_Q11,item_Perception_Q12
586,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
587,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
588,5,2,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
589,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
591,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
592,4,5,4,1.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
594,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
595,4,3,5,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
596,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
597,4,3,5,1.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
598,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
599,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
600,5,3,5,2.0,1.0,6.0,4.0,6.0,1.0,2.0,1.0,0.0
606,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
608,4,4,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
609,2,5,1,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
618,5,3,5,2.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
619,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
620,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
621,4,5,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
624,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
627,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
628,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
629,5,4,4,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
630,4,5,3,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
631,4,6,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
632,3,5,4,1.0,2.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
633,5,3,4,2.0,1.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0
634,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
635,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
636,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
640,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
641,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
642,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,2.0,0.0
643,5,3,4,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
644,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
649,4,5,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
650,3,5,3,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
651,4,5,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
655,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
656,4,2,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
657,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
663,4,5,4,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
665,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
666,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
670,5,4,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
672,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
677,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
687,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,3.0,2.0,0.0
688,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
690,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
691,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,0.0
692,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
693,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
694,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
695,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0
696,5,3,4,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
697,2,5,2,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
699,4,5,4,1.0,2.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
700,4,5,4,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
702,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
703,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
706,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
707,4,6,1,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
708,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
710,4,5,4,2.0,1.0,6.0,5.0,6.0,1.0,2.0,2.0,0.0
711,3,6,4,2.0,1.0,6.0,6.0,5.0,1.0,3.0,2.0,0.0
718,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
719,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
720,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
721,5,4,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
725,1,6,1,1.0,1.0,6.0,3.0,6.0,1.0,2.0,1.0,0.0
726,4,5,3,1.0,2.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
729,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
730,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
733,5,3,5,4.0,2.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
734,4,5,3,2.0,1.0,6.0,5.0,5.0,1.0,3.0,2.0,1.0
735,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
736,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
737,4,5,2,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
738,4,5,5,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
739,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
740,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0
743,4,5,5,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
744,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
748,5,2,5,1.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0
751,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
752,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
755,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
756,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
759,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
760,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
761,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
762,4,3,5,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
765,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
766,4,5,4,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
768,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
769,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
770,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
771,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
773,5,3,5,1.0,2.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
774,5,2,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
779,4,4,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
782,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0
784,4,5,5,1.0,1.0,6.0,5.0,6.0,1.0,1.0,1.0,0.0
785,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
786,4,5,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
788,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
801,5,3,5,2.0,1.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
802,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
803,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
804,4,4,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
807,3,5,4,2.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0,0.0
808,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
809,1,6,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
810,4,5,3,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
811,4,3,5,2.0,1.0,6.0,5.0,4.0,1.0,3.0,1.0,0.0
812,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
815,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
816,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
817,5,4,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
818,4,5,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
821,2,5,4,1.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
822,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
823,5,4,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
824,5,2,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,2.0,0.0
825,4,3,5,2.0,1.0,5.0,6.0,6.0,1.0,2.0,1.0,0.0
827,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
828,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
831,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
832,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
833,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
834,4,6,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
837,3,6,3,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
838,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
839,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
840,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
845,4,3,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
847,4,5,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
849,5,3,5,2.0,1.0,6.0,5.0,5.0,1.0,1.0,1.0,0.0
850,5,3,5,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
854,2,5,1,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
857,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
862,3,5,3,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
863,2,6,1,1.0,1.0,6.0,6.0,6.0,1.0,3.0,2.0,0.0
864,4,5,4,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
870,4,5,4,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
871,4,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
872,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
874,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
875,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
876,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
877,4,5,4,2.0,1.0,5.0,6.0,6.0,1.0,3.0,1.0,0.0
878,4,3,5,1.0,1.0,6.0,5.0,5.0,1.0,1.0,1.0,0.0
880,5,2,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
881,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
884,4,5,3,1.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
886,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
887,4,3,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
888,5,3,4,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
890,4,5,4,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
891,1,6,1,2.0,1.0,5.0,6.0,5.0,1.0,2.0,2.0,0.0
894,4,5,4,2.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,0.0
900,4,5,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
903,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
905,3,5,2,1.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
906,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
907,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
908,5,3,6,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
910,5,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
911,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
913,2,6,3,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
914,5,3,5,1.0,1.0,6.0,6.0,5.0,1.0,1.0,1.0,0.0
919,4,5,4,2.0,1.0,6.0,5.0,5.0,1.0,3.0,1.0,0.0
927,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
928,5,2,5,2.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
929,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,1.0,1.0,0.0
934,5,2,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
935,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
936,4,6,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
939,4,3,5,,,,,,,,,
940,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
944,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
947,5,2,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
949,4,4,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
950,4,5,5,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
951,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,3.0,1.0,0.0
956,3,5,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
957,5,4,5,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
959,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
962,5,3,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
966,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
967,2,6,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,2.0,0.0
968,5,3,6,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
970,4,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
971,4,3,5,2.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
977,4,2,5,2.0,1.0,5.0,6.0,5.0,1.0,3.0,1.0,0.0
979,4,5,5,,,,,,,,,
980,5,6,4,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
981,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
982,5,5,4,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
984,4,2,6,2.0,1.0,6.0,6.0,5.0,1.0,2.0,1.0,0.0
985,5,3,5,2.0,1.0,6.0,5.0,6.0,1.0,2.0,1.0,0.0
986,4,3,5,2.0,1.0,5.0,6.0,5.0,1.0,2.0,1.0,0.0
988,5,3,5,1.0,1.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0
989,5,4,5,2.0,1.0,6.0,5.0,5.0,1.0,2.0,1.0,0.0
990,5,3,5,2.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
994,5,3,6,1.0,1.0,6.0,6.0,6.0,1.0,2.0,1.0,0.0
997,5,2,5,,,,,,,,,
998,4,3,5,1.0,2.0,6.0,6.0,6.0,1.0,3.0,1.0,0.0
999,5,3,5,1.0,1.0,6.0,6.0,5.0,1.0,3.0,1.0,0.0
