student_id,item_RFLA_PRE_Q1,item_RFLA_PRE_Q2,item_RFLA_PRE_Q3,item_RFLA_PRE_Q4,item_RFLA_PRE_Q5,item_RFLA_PRE_Q6,item_RFLA_PRE_Q7,item_RFLA_PRE_Q8,item_RFLA_PRE_Q9,item_RFLA_PRE_Q10,item_RFLA_PRE_Q11,item_RFLA_PRE_Q12,item_RFLA_PRE_Q13,item_RFLA_PRE_Q14,item_RFLA_PRE_Q15,item_RFLA_PRE_Q16,item_RFLA_PRE_Q17,item_RFLA_PRE_Q18,item_RFLA_PRE_Q19,item_RFLA_PRE_Q20,item_RFLA_PRE_Q21,item_RFLA_PRE_Q22,item_RFLA_PRE_Q23,item_RFLA_PRE_Q24,item_RFLA_PRE_Q25,item_RFLA_PRE_Q26,item_RFLA_PRE_Q27,item_RFLA_PRE_Q28,item_RFLA_PRE_Q29,item_RFLA_PRE_Q30,item_RFLA_PRE_Q31,item_RFLA_PRE_Q32,item_GHSQ_PRE_Q1,item_GHSQ_PRE_Q2,item_GHSQ_PRE_Q3,item_GHSQ_PRE_Q4,item_GHSQ_PRE_Q5,item_GHSQ_PRE_Q6,item_GHSQ_PRE_Q7,item_GHSQ_PRE_Q8,item_GHSQ_PRE_Q9,item_GHSQ_PRE_Q10,item_CCSS_PRE_Q1,item_CCSS_PRE_Q2,item_CCSS_PRE_Q3,item_CCSS_PRE_Q4,item_CCSS_PRE_Q5,item_CCSS_PRE_Q6,item_CCSS_PRE_Q7,item_CCSS_PRE_Q8,item_CCSS_PRE_Q9,item_CCSS_PRE_Q10,item_CCSS_PRE_Q11,item_CCSS_PRE_Q12,item_CCSS_PRE_Q13,item_CCSS_PRE_Q14,item_CCSS_PRE_Q15,item_CCSS_PRE_Q16,item_CCSS_PRE_Q17,item_CCSS_PRE_Q18,item_CCSS_PRE_Q19,item_CCSS_PRE_Q20,item_SOSS_PRE_Q1,item_SOSS_PRE_Q2,item_SOSS_PRE_Q3,item_SOSS_PRE_Q4,item_SOSS_PRE_Q5,item_SOSS_PRE_Q6,item_SOSS_PRE_Q7,item_SOSS_PRE_Q8,item_SOSS_PRE_Q9,item_SOSS_PRE_Q10,item_SOSS_PRE_Q11,item_SOSS_PRE_Q12,item_ASSmood_PRE_Q1,item_ASSmood_PRE_Q2,item_ASSmood_PRE_Q3,item_ASSmood_PRE_Q4,item_ASSmood_PRE_Q5,item_ASSmood_PRE_Q6,item_ASSmood_PRE_Q7,item_ASSmood_PRE_Q8,item_RFLA_POST_Q1,item_RFLA_POST_Q2,item_RFLA_POST_Q3,item_RFLA_POST_Q4,item_RFLA_POST_Q5,item_RFLA_POST_Q6,item_RFLA_POST_Q7,item_RFLA_POST_Q8,item_RFLA_POST_Q9,item_RFLA_POST_Q10,item_RFLA_POST_Q11,item_RFLA_POST_Q12,item_RFLA_POST_Q13,item_RFLA_POST_Q14,item_RFLA_POST_Q15,item_RFLA_POST_Q16,item_RFLA_POST_Q17,item_RFLA_POST_Q18,item_RFLA_POST_Q19,item_RFLA_POST_Q20,item_RFLA_POST_Q21,item_RFLA_POST_Q22,item_RFLA_POST_Q23,item_RFLA_POST_Q24,item_RFLA_POST_Q25,item_RFLA_POST_Q26,item_RFLA_POST_Q27,item_RFLA_POST_Q28,item_RFLA_POST_Q29,item_RFLA_POST_Q30,item_RFLA_POST_Q31,item_RFLA_POST_Q32,item_GHSQ_POST_Q1,item_GHSQ_POST_Q2,item_GHSQ_POST_Q3,item_GHSQ_POST_Q4,item_GHSQ_POST_Q5,item_GHSQ_POST_Q6,item_GHSQ_POST_Q7,item_GHSQ_POST_Q8,item_GHSQ_POST_Q9,item_GHSQ_POST_Q10,item_CCSS_POST_Q1,item_CCSS_POST_Q2,item_CCSS_POST_Q3,item_CCSS_POST_Q4,item_CCSS_POST_Q5,item_CCSS_POST_Q6,item_CCSS_POST_Q7,item_CCSS_POST_Q8,item_CCSS_POST_Q9,item_CCSS_POST_Q10,item_CCSS_POST_Q11,item_CCSS_POST_Q12,item_CCSS_POST_Q13,item_CCSS_POST_Q14,item_CCSS_POST_Q15,item_CCSS_POST_Q16,item_CCSS_POST_Q17,item_CCSS_POST_Q18,item_CCSS_POST_Q19,item_CCSS_POST_Q20,item_SOSS_POST_Q1,item_SOSS_POST_Q2,item_SOSS_POST_Q3,item_SOSS_POST_Q4,item_SOSS_POST_Q5,item_SOSS_POST_Q6,item_SOSS_POST_Q7,item_SOSS_POST_Q8,item_SOSS_POST_Q9,item_SOSS_POST_Q10,item_SOSS_POST_Q11,item_SOSS_POST_Q12,item_ASSmood_POST_Q1,item_ASSmood_POST_Q2,item_ASSmood_POST_Q3,item_ASSmood_POST_Q4,item_ASSmood_POST_Q5,item_ASSmood_POST_Q6,item_ASSmood_POST_Q7,item_ASSmood_POST_Q8,item_ASSmood_POST2_Q1,item_ASSmood_POST2_Q2,item_ASSmood_POST2_Q3,item_ASSmood_POST2_Q4,item_ASSmood_POST2_Q5,item_ASSmood_POST2_Q6,item_ASSmood_POST2_Q7,item_ASSmood_POST2_Q8,item_ASSmood_POST3_Q1,item_ASSmood_POST3_Q2,item_ASSmood_POST3_Q3,item_ASSmood_POST3_Q4,item_ASSmood_POST3_Q5,item_ASSmood_POST3_Q6,item_ASSmood_POST3_Q7,item_ASSmood_POST3_Q8,item_ASSmood_POST4_Q1,item_ASSmood_POST4_Q2,item_ASSmood_POST4_Q3,item_ASSmood_POST4_Q4,item_ASSmood_POST4_Q5,item_ASSmood_POST4_Q6,item_ASSmood_POST4_Q7,item_ASSmood_POST4_Q8,item_ASSmood_POST5_Q1,item_ASSmood_POST5_Q2,item_ASSmood_POST5_Q3,item_ASSmood_POST5_Q4,item_ASSmood_POST5_Q5,item_ASSmood_POST5_Q6,item_ASSmood_POST5_Q7,item_ASSmood_POST5_Q8,item_ASSmood_POST6_Q1,item_ASSmood_POST6_Q2,item_ASSmood_POST6_Q3,item_ASSmood_POST6_Q4,item_ASSmood_POST6_Q5,item_ASSmood_POST6_Q6,item_ASSmood_POST6_Q7,item_ASSmood_POST6_Q8,item_reaction
127,5,6,4,4,5,5,5,6,4,6,6,4,5,3,5,5,4,4,5,6,6,5,4,5,4,6,5,5,3,5,3,6,7,5,2,4,3,5,1,1,3,4,5,3,4,4,5,5,1,1,2,5,6,5,5,3,6,3,4,4,3,5,1,1,2,1,3,4,1,1,4,1,3,3,1,2,1,2,3,3,3,3,5.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,3.0,5.0,3.0,6.0,7,5,2,4,3,5,1,1,3,3,5,3,4,4,5,5,1,1,2,5,6,5,5,3,6,3,4,4,3,5,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,6,4,5,4,5,5,6,4,5,6,4,5,3,5,5,4,5,5,6,6,4,4,5,5,6,5,6,4,6,4,6,7,5,2,3,2,4,1,5,3,1,6,3,2,4,6,6,1,1,1,6,6,6,6,1,6,2,2,4,4,6,1,1,1,1,2,4,1,1,4,1,3,3,1,2,1,3,2,1,2,1,6.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,6.0,7,6,2,4,2,4,1,5,4,1,6,2,1,4,6,6,1,1,1,6,6,6,6,1,6,2,2,4,4,6,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,4,6,4,4,5,5,2,6,3,5,6,3,4,3,5,5,4,5,5,6,6,5,4,4,5,6,6,6,4,5,4,6,7,4,2,3,3,5,1,6,4,3,2,4,5,5,3,3,1,1,2,5,5,6,5,2,6,4,4,3,3,5,1,2,3,1,3,4,1,1,4,1,3,3,1,2,1,2,3,2,3,2,4.0,6.0,4.0,5.0,5.0,6.0,3.0,6.0,4.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,7,5,2,4,4,5,1,6,4,3,3,4,5,5,3,3,1,1,2,5,5,6,5,2,6,4,4,3,3,5,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,6,6,5,6,6,6,5,6,5,6,6,5,5,5,5,6,5,5,5,6,6,6,5,5,5,6,6,6,5,5,5,6,7,6,2,4,4,5,1,1,3,1,6,1,3,4,6,6,1,1,2,6,6,6,6,2,6,2,2,4,1,6,1,1,1,1,3,3,1,1,4,1,3,3,1,2,2,3,2,1,2,1,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7,6,2,5,4,5,1,1,3,1,6,1,3,4,6,6,1,1,2,6,6,6,6,2,6,2,2,4,1,6,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,6,6,5,5,5,6,5,6,5,6,6,4,5,4,5,5,4,5,5,6,6,5,4,5,5,6,6,6,5,6,5,6,7,6,2,5,3,7,2,6,4,1,4,4,5,4,2,2,1,1,1,2,5,2,2,3,5,2,3,4,6,2,1,1,1,1,3,3,1,1,4,1,3,3,1,2,1,2,3,2,3,2,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,7,6,2,5,3,7,2,6,4,1,4,4,5,4,2,2,1,1,1,2,5,2,2,3,5,2,3,4,6,2,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,6,6,4,4,5,5,5,6,3,5,5,4,4,3,4,5,5,4,4,6,6,5,4,5,4,6,6,5,4,6,3,6,7,5,2,3,1,4,1,1,4,2,5,2,3,4,5,5,1,1,2,5,6,6,5,2,6,2,1,4,2,5,1,1,2,1,2,3,1,1,4,1,3,3,1,2,1,2,3,3,3,3,6.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,3.0,6.0,7,5,2,3,1,4,1,1,4,2,5,2,3,4,5,5,1,1,2,5,6,6,5,2,6,2,1,4,2,5,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,4,6,3,5,3,4,3,6,3,5,6,3,5,2,5,5,4,3,5,6,6,4,2,3,4,6,5,5,3,4,2,6,6,4,2,4,3,5,2,1,5,3,4,3,3,4,4,5,1,2,1,5,6,5,5,2,6,3,3,4,3,5,1,1,2,1,3,3,1,1,4,1,3,3,1,1,1,2,3,3,3,3,5.0,6.0,4.0,6.0,4.0,5.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,3.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,3.0,4.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,6.0,7,5,2,5,3,6,2,1,6,2,5,3,3,4,5,6,1,2,1,6,6,6,6,2,6,4,4,4,4,6,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,6,6,5,5,5,6,5,6,5,5,6,5,5,5,6,6,5,5,6,6,6,5,5,5,5,6,6,6,5,5,5,6,7,6,2,4,3,5,2,6,4,1,6,1,3,2,6,6,1,1,1,6,6,6,6,1,6,2,2,4,1,6,2,2,1,1,3,4,1,1,4,1,3,2,1,2,2,3,2,1,2,1,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,7,7,2,4,3,6,2,6,4,1,6,1,3,2,6,6,1,1,1,6,6,6,6,1,6,2,2,4,1,6,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,4,5,4,3,4,5,2,3,4,5,4,3,2,2,3,5,3,4,2,6,6,5,3,4,2,6,5,3,2,4,2,6,6,2,4,5,1,5,1,1,4,3,4,5,4,6,3,4,1,3,1,5,4,6,5,4,6,2,4,4,1,5,2,1,1,2,3,3,1,1,4,1,3,3,1,1,1,2,3,3,2,3,5.0,6.0,3.0,4.0,5.0,6.0,2.0,3.0,4.0,6.0,5.0,3.0,4.0,2.0,4.0,6.0,4.0,5.0,3.0,6.0,6.0,5.0,4.0,5.0,3.0,6.0,6.0,4.0,3.0,5.0,2.0,6.0,7,2,5,6,1,6,1,1,5,3,3,5,3,6,4,5,1,2,1,6,5,6,6,3,6,2,3,5,1,6,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,4,5,5,6,5,5,4,6,6,5,4,4,5,5,5,4,5,6,6,5,5,6,5,6,6,6,4,6,4,6,7,6,3,5,4,6,2,1,3,1,6,3,4,3,6,6,1,1,1,6,6,6,6,2,6,2,2,4,3,6,1,1,2,1,3,3,1,1,3,1,3,3,1,2,1,3,2,2,2,2,6.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,7,6,3,5,4,6,2,1,3,1,6,3,4,3,6,6,1,1,1,6,6,6,6,2,6,2,2,4,3,6,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,6,6,5,5,5,5,6,6,4,5,6,5,5,5,6,5,5,5,6,6,6,5,5,6,6,6,5,6,5,6,5,6,7,6,4,3,2,4,1,6,1,1,6,1,3,2,6,6,1,1,1,6,6,6,6,1,6,2,3,4,4,6,1,1,2,1,3,4,1,1,4,1,3,3,1,2,1,3,2,1,2,1,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,7,6,4,4,2,5,1,6,1,1,6,1,3,2,6,6,1,1,1,6,6,6,6,1,6,2,3,4,4,6,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,6,5,5,5,6,6,6,5,6,6,5,5,5,6,6,5,5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,7,6,3,5,3,5,2,1,4,1,6,3,4,3,6,6,1,1,1,6,6,6,6,3,6,3,3,4,2,6,1,1,1,1,3,4,1,1,4,1,3,3,1,2,2,3,2,1,2,2,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7,6,3,5,3,6,2,1,4,1,6,3,4,3,6,6,1,1,1,6,6,6,6,3,6,3,3,4,2,6,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,3,6,4,3,4,5,2,6,4,5,4,2,3,4,4,5,3,4,3,6,5,4,2,3,4,6,5,4,4,3,4,6,6,2,1,3,2,1,1,1,2,4,6,3,1,4,6,6,1,1,1,6,6,6,6,1,6,2,1,4,3,6,2,2,3,2,4,4,1,1,4,1,3,1,1,2,1,3,2,1,2,1,3.0,6.0,4.0,4.0,4.0,5.0,2.0,6.0,4.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,6.0,5.0,4.0,2.0,3.0,4.0,6.0,5.0,5.0,5.0,3.0,5.0,6.0,6,2,1,4,2,1,1,1,2,5,6,3,1,4,6,6,1,1,1,6,6,6,6,1,6,2,1,4,3,6,2.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6,6,4,5,4,5,5,6,4,5,6,4,4,4,5,5,5,4,5,6,6,5,4,5,5,6,5,5,4,6,4,6,7,5,2,4,3,6,1,1,4,1,6,3,4,3,6,5,1,1,1,6,6,6,5,2,6,3,3,4,3,6,1,1,1,1,3,3,2,1,4,1,3,3,1,1,1,2,2,2,3,2,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7,6,2,5,3,6,1,1,4,1,6,3,4,3,6,5,1,1,1,6,6,6,5,2,6,3,3,4,3,6,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6,6,5,5,5,6,5,6,4,6,5,5,5,3,4,5,4,4,5,6,6,5,4,5,5,6,5,5,4,6,3,6,7,6,4,5,2,7,2,1,4,1,5,2,4,5,5,6,1,1,2,6,6,6,5,2,6,2,3,4,2,5,1,1,2,1,4,4,1,1,4,1,4,3,1,1,2,3,3,2,3,3,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0,6.0,7,6,4,5,2,7,2,1,4,1,5,2,4,5,5,6,1,1,2,6,6,6,5,2,6,2,3,4,2,5,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,6,6,4,5,4,5,6,6,4,5,6,5,5,4,5,5,6,5,6,6,6,5,5,5,6,6,5,6,5,6,5,6,7,6,4,6,3,7,2,5,5,1,4,3,4,3,4,5,1,1,1,6,6,6,6,1,6,1,2,3,3,5,1,1,1,1,3,4,1,1,4,1,3,3,1,2,1,3,2,2,3,1,6.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,7,7,4,6,3,7,2,5,5,1,4,3,4,3,5,5,1,1,1,6,6,6,6,1,6,1,2,3,3,5,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,2,5,3,1,2,3,1,6,2,4,5,1,3,1,4,4,3,2,3,6,5,2,1,1,1,6,4,3,1,1,1,6,5,1,2,6,3,6,1,1,4,2,3,5,6,6,2,3,1,4,2,2,5,5,5,5,6,3,5,4,3,5,1,1,1,1,3,4,1,1,4,1,3,4,1,1,1,2,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,2,6,3,6,1,1,4,2,3,5,6,6,2,3,1,4,2,2,5,5,5,5,6,3,5,4,3,5,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,6,6,5,5,6,6,5,6,5,6,6,4,5,5,5,6,4,5,5,6,6,6,5,5,5,6,6,6,5,6,5,6,7,6,4,5,4,5,2,1,3,1,6,1,2,3,6,6,1,1,1,6,6,6,6,1,6,2,1,5,4,6,1,1,1,1,3,4,1,1,4,1,3,1,1,2,1,3,2,2,3,2,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,7,6,4,6,4,5,2,1,3,1,6,1,2,3,6,6,1,1,1,6,6,6,6,1,6,2,1,5,4,6,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,6,6,5,5,6,6,5,6,4,6,6,4,5,5,6,5,5,4,5,6,6,5,5,5,6,6,6,6,5,6,4,6,7,6,2,4,4,6,3,1,5,1,5,3,4,4,5,5,1,1,1,5,6,5,6,1,6,2,2,4,3,5,1,1,1,1,3,4,1,1,4,1,3,3,1,2,1,3,2,2,3,2,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,7,6,2,5,4,6,3,1,5,1,5,3,4,4,5,5,1,1,1,5,6,5,6,1,6,2,2,4,3,5,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,5,6,4,4,4,5,4,6,4,5,6,3,4,3,5,5,5,5,5,6,6,5,4,5,5,6,5,6,4,5,4,6,7,5,2,4,3,6,1,6,4,2,4,2,3,3,5,5,1,1,1,5,6,6,5,2,6,2,3,4,4,6,2,2,1,2,3,4,1,1,4,1,3,4,1,2,1,2,3,3,3,3,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,7,6,2,4,3,7,1,6,5,2,4,2,3,3,5,6,1,1,1,5,6,6,5,2,6,2,3,4,4,6,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,6,6,5,5,5,5,5,6,4,5,6,4,5,4,5,5,5,5,5,6,6,5,5,6,5,6,5,5,4,6,4,6,7,5,2,4,3,4,2,1,3,1,6,2,1,2,6,6,1,1,1,6,6,6,6,2,6,2,1,4,5,6,2,1,2,2,3,3,2,1,3,1,3,2,1,2,1,3,2,1,1,1,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,7,5,2,5,3,4,2,1,3,1,6,2,1,2,6,6,1,1,1,6,6,6,6,2,6,2,1,4,5,6,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,5,6,4,3,2,1,3,5,3,3,5,3,4,2,4,1,3,4,5,6,6,2,2,4,3,6,1,4,2,5,3,6,5,3,2,4,3,5,1,1,3,4,4,5,5,5,4,4,2,1,2,5,6,5,6,3,6,1,5,4,5,5,2,2,3,2,4,4,2,1,4,1,3,4,1,2,1,2,3,3,3,3,4.0,6.0,4.0,4.0,2.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,6.0,6.0,2.0,2.0,4.0,3.0,6.0,1.0,4.0,2.0,5.0,3.0,6.0,5,4,2,4,3,5,1,1,3,4,4,4,5,5,5,4,2,1,2,5,6,5,6,3,6,1,5,4,5,6,2.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5,6,4,5,4,6,4,6,4,5,6,3,4,3,5,5,4,4,5,6,6,4,3,4,5,6,6,5,3,5,3,6,7,4,2,4,2,6,1,3,5,1,6,3,3,4,6,6,1,1,1,6,5,6,5,2,6,2,3,4,2,5,1,1,2,1,3,4,1,1,4,1,3,3,1,1,1,2,3,3,3,3,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,6.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,6.0,7,5,2,4,2,6,1,3,5,1,6,3,3,4,6,6,1,1,1,6,5,6,5,2,6,2,3,4,2,5,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
