student_id,CCH_PRE_Q1,CCH_PRE_Q2,CCH_PRE_Q3,CCH_PRE_Q4,CCH_PRE_Q5,CCH_PRE_Q6,CCH_PRE_Q7,CCH_PRE_Q8,CCH_PRE_Q9,CCH_PRE_Q10,CCH_PRE_Q11,CCA_PRE_Q1,CCA_PRE_Q2,CCA_PRE_Q3,CCA_PRE_Q4,CCA_PRE_Q5,CCA_PRE_Q6,CCA_PRE_Q7,CCA_PRE_Q8,CCA_PRE_Q9,CCA_PRE_Q10,CCA_PRE_Q11,CCA_PRE_Q12,CCA_PRE_Q13,BI_PRE_Q1,BI_PRE_Q2,BI_PRE_Q3,BI_PRE_Q4,BI_PRE_Q5,BI_PRE_Q6,BI_PRE_Q7,BI_PRE_Q8,Hope_PRE_slider,Agency_PRE_slider,CCH_POST_Q1,CCH_POST_Q2,CCH_POST_Q3,CCH_POST_Q4,CCH_POST_Q5,CCH_POST_Q6,CCH_POST_Q7,CCH_POST_Q8,CCH_POST_Q9,CCH_POST_Q10,CCH_POST_Q11,CCA_POST_Q1,CCA_POST_Q2,CCA_POST_Q3,CCA_POST_Q4,CCA_POST_Q5,CCA_POST_Q6,CCA_POST_Q7,CCA_POST_Q8,CCA_POST_Q9,CCA_POST_Q10,CCA_POST_Q11,CCA_POST_Q12,CCA_POST_Q13,BI_POST_Q1,BI_POST_Q2,BI_POST_Q3,BI_POST_Q4,BI_POST_Q5,BI_POST_Q6,BI_POST_Q7,BI_POST_Q8,Hope_POST_slider,Agency_POST_slider
189,3.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,5.0,5.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
195,4.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
197,5.0,4.0,4.0,6.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,30.0,20.0
207,4.0,5.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
208,4.0,4.0,3.0,4.0,2.0,3.0,2.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,6.0,6.0,5.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
209,4.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,6.0,5.0,5.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
214,4.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,6.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,5.0,6.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
223,5.0,4.0,3.0,4.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
224,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
229,5.0,4.0,3.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
236,3.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,6.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
237,5.0,4.0,3.0,3.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
238,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,10.0,5.0
239,4.0,3.0,2.0,2.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
241,5.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
242,5.0,4.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,6.0,5.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
246,5.0,4.0,5.0,6.0,3.0,4.0,5.0,6.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,6.0,6.0,3.0,4.0,5.0,6.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
248,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
249,3.0,2.0,4.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0,3.0,2.0,4.0,3.0,2.0,2.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,5.0
254,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,30.0,20.0
259,4.0,3.0,2.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
263,5.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,6.0,5.0,6.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
265,5.0,6.0,6.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
266,5.0,4.0,4.0,6.0,3.0,5.0,6.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,35.0,20.0,5.0,4.0,4.0,6.0,3.0,5.0,6.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,35.0,20.0
269,5.0,4.0,5.0,6.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
270,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,25.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,40.0,25.0
271,5.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
272,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,60.0,40.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,60.0,40.0
276,5.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,10.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,10.0
277,4.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,5.0,6.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
279,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,35.0,20.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,35.0,20.0
285,4.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
289,5.0,5.0,5.0,6.0,4.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,60.0,45.0,5.0,5.0,5.0,6.0,4.0,6.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,60.0,45.0
291,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,5.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
292,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,35.0,20.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,35.0,20.0
299,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0
301,5.0,4.0,4.0,6.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,20.0,10.0
302,5.0,4.0,4.0,6.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,4.0,6.0,2.0,3.0,3.0,6.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
303,5.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
309,3.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,6.0,7.0,6.0,4.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
312,3.0,4.0,2.0,2.0,1.0,2.0,3.0,6.0,5.0,7.0,6.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,3.0,4.0,2.0,2.0,1.0,2.0,3.0,6.0,5.0,7.0,6.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0
313,3.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,7.0,7.0,6.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,6.0,7.0,7.0,6.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
318,5.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,4.0,6.0,3.0,5.0,5.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
321,5.0,4.0,3.0,2.0,2.0,3.0,4.0,6.0,7.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,6.0,7.0,7.0,6.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
323,3.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,6.0,7.0,7.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0
324,5.0,4.0,5.0,6.0,4.0,6.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0,5.0,4.0,5.0,6.0,4.0,6.0,5.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,20.0
336,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20.0,10.0
342,4.0,3.0,2.0,5.0,2.0,3.0,4.0,6.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,5.0,4.0,3.0,2.0,5.0,2.0,3.0,4.0,6.0,5.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,7.0
